time,cell,location_x,location_y,InfectionStatus.Susceptible,InfectionStatus.Exposed,InfectionStatus.InfectASympt,InfectionStatus.InfectMild,InfectionStatus.InfectGP,InfectionStatus.InfectHosp,InfectionStatus.InfectICU,InfectionStatus.InfectICURecov,InfectionStatus.Recovered,InfectionStatus.Dead
2.0,8741710509641,1.0,0.0,10154,0,0,0,0,0,0,0,0,0
2.0,8741710509674,0.0,0.3333333333333333,9910,2,0,2,0,0,0,0,0,0
2.0,8741710509707,0.3333333333333333,0.3333333333333333,9961,1,0,1,0,0,0,0,0,0
2.0,8741710509740,0.6666666666666666,0.3333333333333333,9874,6,0,1,0,0,0,0,0,0
2.0,8741710509773,1.0,0.3333333333333333,9950,2,0,0,0,0,0,0,0,0
2.0,8741710509806,0.0,0.6666666666666666,10073,5,0,0,0,0,0,0,0,0
2.0,8741710511123,0.3333333333333333,0.6666666666666666,9902,6,0,2,0,0,0,0,0,0
3.0,8741710530949,0.0,0.0,10050,9,2,2,0,0,0,0,0,0
3.0,8741710509575,0.3333333333333333,0.0,10034,10,0,2,0,0,0,0,0,0
3.0,8741710509608,0.6666666666666666,0.0,10033,4,0,2,0,0,0,0,0,0
3.0,8741710509641,1.0,0.0,10153,1,0,0,0,0,0,0,0,0
3.0,8741710509674,0.0,0.3333333333333333,9906,5,0,3,0,0,0,0,0,0
3.0,8741710509707,0.3333333333333333,0.3333333333333333,9956,5,1,1,0,0,0,0,0,0
3.0,8741710509740,0.6666666666666666,0.3333333333333333,9870,8,1,2,0,0,0,0,0,0
3.0,8741710509773,1.0,0.3333333333333333,9948,3,0,0,1,0,0,0,0,0
3.0,8741710509806,0.0,0.6666666666666666,10068,10,0,0,0,0,0,0,0,0
3.0,8741710511123,0.3333333333333333,0.6666666666666666,9900,5,1,3,1,0,0,0,0,0
4.0,8741710530949,0.0,0.0,10046,13,2,1,0,0,0,0,1,0
4.0,8741710509575,0.3333333333333333,0.0,10022,20,0,1,2,0,0,0,1,0
4.0,8741710509608,0.6666666666666666,0.0,10028,9,0,2,0,0,0,0,0,0
4.0,8741710509641,1.0,0.0,10151,3,0,0,0,0,0,0,0,0
4.0,8741710509674,0.0,0.3333333333333333,9900,10,1,2,0,0,0,0,1,0
4.0,8741710509707,0.3333333333333333,0.3333333333333333,9951,9,1,1,1,0,0,0,0,0
4.0,8741710509740,0.6666666666666666,0.3333333333333333,9859,18,1,3,0,0,0,0,0,0
4.0,8741710509773,1.0,0.3333333333333333,9944,7,0,0,1,0,0,0,0,0
4.0,8741710509806,0.0,0.6666666666666666,10061,13,2,1,1,0,0,0,0,0
4.0,8741710511123,0.3333333333333333,0.6666666666666666,9896,9,1,3,1,0,0,0,0,0
5.0,8741710530949,0.0,0.0,10037,21,1,2,0,0,0,0,2,0
5.0,8741710509575,0.3333333333333333,0.0,10008,32,1,2,2,0,0,0,1,0
5.0,8741710509608,0.6666666666666666,0.0,10020,14,0,4,1,0,0,0,0,0
5.0,8741710509641,1.0,0.0,10148,6,0,0,0,0,0,0,0,0
5.0,8741710509674,0.0,0.3333333333333333,9886,22,1,2,1,0,0,0,2,0
5.0,8741710509707,0.3333333333333333,0.3333333333333333,9937,19,3,2,1,0,0,0,1,0
5.0,8741710509740,0.6666666666666666,0.3333333333333333,9850,24,2,5,0,0,0,0,0,0
5.0,8741710509773,1.0,0.3333333333333333,9942,7,0,0,3,0,0,0,0,0
5.0,8741710509806,0.0,0.6666666666666666,10050,21,3,2,2,0,0,0,0,0
5.0,8741710511123,0.3333333333333333,0.6666666666666666,9889,15,0,3,1,0,0,0,2,0
6.0,8741710530949,0.0,0.0,10021,33,3,4,0,0,0,0,2,0
6.0,8741710509575,0.3333333333333333,0.0,9993,42,3,5,2,0,0,0,1,0
6.0,8741710509608,0.6666666666666666,0.0,10009,22,1,4,2,0,0,0,1,0
6.0,8741710509641,1.0,0.0,10142,10,1,1,0,0,0,0,0,0
6.0,8741710509674,0.0,0.3333333333333333,9861,42,3,3,3,0,0,0,2,0
6.0,8741710509707,0.3333333333333333,0.3333333333333333,9919,30,4,5,3,0,0,0,2,0
6.0,8741710509740,0.6666666666666666,0.3333333333333333,9831,41,2,6,1,0,0,0,0,0
6.0,8741710509773,1.0,0.3333333333333333,9933,11,1,4,3,0,0,0,0,0
6.0,8741710509806,0.0,0.6666666666666666,10037,27,5,5,3,0,0,0,1,0
6.0,8741710511123,0.3333333333333333,0.6666666666666666,9869,29,3,6,1,0,0,0,2,0
7.0,8741710530949,0.0,0.0,9998,49,6,7,0,0,0,0,3,0
7.0,8741710509575,0.3333333333333333,0.0,9955,67,12,7,4,0,0,0,1,0
7.0,8741710509608,0.6666666666666666,0.0,9990,33,3,6,4,0,0,0,3,0
7.0,8741710509641,1.0,0.0,10128,22,2,2,0,0,0,0,0,0
7.0,8741710509674,0.0,0.3333333333333333,9830,64,6,8,4,0,0,0,2,0
7.0,8741710509707,0.3333333333333333,0.3333333333333333,9888,55,7,6,4,0,0,0,3,0
7.0,8741710509740,0.6666666666666666,0.3333333333333333,9796,67,5,8,5,0,0,0,0,0
7.0,8741710509773,1.0,0.3333333333333333,9915,26,2,5,4,0,0,0,0,0
7.0,8741710509806,0.0,0.6666666666666666,10007,50,8,7,5,0,0,0,1,0
7.0,8741710511123,0.3333333333333333,0.6666666666666666,9829,63,4,10,2,0,0,0,2,0
8.0,8741710530949,0.0,0.0,9943,97,9,10,0,0,0,0,4,0
8.0,8741710509575,0.3333333333333333,0.0,9895,114,15,11,8,0,0,0,3,0
8.0,8741710509608,0.6666666666666666,0.0,9937,81,6,7,5,0,0,0,3,0
8.0,8741710509641,1.0,0.0,10089,53,5,4,3,0,0,0,0,0
8.0,8741710509674,0.0,0.3333333333333333,9776,102,11,15,6,0,0,0,4,0
8.0,8741710509707,0.3333333333333333,0.3333333333333333,9821,114,9,10,5,0,0,0,4,0
8.0,8741710509740,0.6666666666666666,0.3333333333333333,9744,104,9,14,9,0,0,0,1,0
8.0,8741710509773,1.0,0.3333333333333333,9887,51,3,6,5,0,0,0,0,0
8.0,8741710509806,0.0,0.6666666666666666,9959,87,14,9,8,0,0,0,1,0
8.0,8741710511123,0.3333333333333333,0.6666666666666666,9772,107,8,15,6,0,0,0,2,0
9.0,8741710530949,0.0,0.0,9870,143,18,19,7,0,0,0,6,0
9.0,8741710509575,0.3333333333333333,0.0,9825,147,23,29,17,0,0,0,5,0
9.0,8741710509608,0.6666666666666666,0.0,9858,147,13,9,7,0,0,0,5,0
9.0,8741710509641,1.0,0.0,10037,91,7,10,7,0,0,0,2,0
9.0,8741710509674,0.0,0.3333333333333333,9687,164,21,22,12,1,0,0,7,0
9.0,8741710509707,0.3333333333333333,0.3333333333333333,9731,173,24,16,14,0,0,0,5,0
9.0,8741710509740,0.6666666666666666,0.3333333333333333,9650,176,14,24,13,0,0,0,4,0
9.0,8741710509773,1.0,0.3333333333333333,9842,85,7,11,6,0,0,0,1,0
9.0,8741710509806,0.0,0.6666666666666666,9876,135,23,26,16,0,0,0,2,0
9.0,8741710511123,0.3333333333333333,0.6666666666666666,9656,203,13,21,13,0,0,0,4,0
10.0,8741710530949,0.0,0.0,9737,246,31,27,14,0,0,0,8,0
10.0,8741710509575,0.3333333333333333,0.0,9669,262,36,44,27,0,0,0,8,0
10.0,8741710509608,0.6666666666666666,0.0,9712,257,25,23,15,0,0,0,7,0
10.0,8741710509641,1.0,0.0,9948,161,14,17,10,0,0,0,4,0
10.0,8741710509674,0.0,0.3333333333333333,9540,272,36,38,17,1,0,0,10,0
10.0,8741710509707,0.3333333333333333,0.3333333333333333,9552,299,44,42,20,0,0,0,6,0
10.0,8741710509740,0.6666666666666666,0.3333333333333333,9495,295,25,40,21,1,0,0,4,0
10.0,8741710509773,1.0,0.3333333333333333,9746,162,13,20,9,0,0,0,2,0
10.0,8741710509806,0.0,0.6666666666666666,9748,232,29,38,25,0,0,0,6,0
10.0,8741710511123,0.3333333333333333,0.6666666666666666,9473,328,38,44,23,0,0,0,4,0
11.0,8741710530949,0.0,0.0,9500,421,48,52,27,0,0,0,15,0
11.0,8741710509575,0.3333333333333333,0.0,9381,481,60,74,40,0,0,0,10,0
11.0,8741710509608,0.6666666666666666,0.0,9444,475,36,45,29,0,0,0,10,0
11.0,8741710509641,1.0,0.0,9809,264,27,30,18,0,0,0,6,0
11.0,8741710509674,0.0,0.3333333333333333,9277,479,48,65,28,2,0,0,15,0
11.0,8741710509707,0.3333333333333333,0.3333333333333333,9239,535,73,70,33,0,0,0,13,0
11.0,8741710509740,0.6666666666666666,0.3333333333333333,9232,494,47,63,39,1,0,0,5,0
11.0,8741710509773,1.0,0.3333333333333333,9579,289,24,38,15,0,0,0,7,0
11.0,8741710509806,0.0,0.6666666666666666,9521,412,41,55,36,1,0,0,12,0
11.0,8741710511123,0.3333333333333333,0.6666666666666666,9233,503,59,66,40,1,0,0,8,0
12.0,8741710530949,0.0,0.0,9137,683,79,87,45,2,1,0,29,0
12.0,8741710509575,0.3333333333333333,0.0,8910,836,95,132,53,1,0,0,19,0
12.0,8741710509608,0.6666666666666666,0.0,9027,782,75,86,55,0,0,0,14,0
12.0,8741710509641,1.0,0.0,9528,465,55,62,36,0,0,0,8,0
12.0,8741710509674,0.0,0.3333333333333333,8862,804,82,97,47,2,0,0,20,0
12.0,8741710509707,0.3333333333333333,0.3333333333333333,8754,908,110,114,58,0,0,0,19,0
12.0,8741710509740,0.6666666666666666,0.3333333333333333,8772,843,80,112,60,0,0,0,14,0
12.0,8741710509773,1.0,0.3333333333333333,9292,521,47,57,25,0,0,0,10,0
12.0,8741710509806,0.0,0.6666666666666666,9189,651,68,96,55,1,0,0,18,0
12.0,8741710511123,0.3333333333333333,0.6666666666666666,8820,801,100,108,66,1,0,0,14,0
13.0,8741710530949,0.0,0.0,8552,1125,125,140,85,1,2,0,33,0
13.0,8741710509575,0.3333333333333333,0.0,8208,1338,156,212,94,1,1,0,36,0
13.0,8741710509608,0.6666666666666666,0.0,8330,1304,136,161,83,2,0,0,23,0
13.0,8741710509641,1.0,0.0,9071,807,103,104,56,0,0,0,13,0
13.0,8741710509674,0.0,0.3333333333333333,8220,1273,134,174,81,3,0,0,29,0
13.0,8741710509707,0.3333333333333333,0.3333333333333333,7967,1480,185,197,97,2,0,0,35,0
13.0,8741710509740,0.6666666666666666,0.3333333333333333,8074,1327,146,190,119,0,0,0,25,0
13.0,8741710509773,1.0,0.3333333333333333,8834,880,85,89,43,0,0,0,21,0
13.0,8741710509806,0.0,0.6666666666666666,8660,1026,117,162,83,2,0,0,28,0
13.0,8741710511123,0.3333333333333333,0.6666666666666666,8178,1256,170,172,104,2,0,0,28,0
14.0,8741710530949,0.0,0.0,7737,1683,210,226,149,2,3,0,53,0
14.0,8741710509575,0.3333333333333333,0.0,7165,2051,256,344,169,2,1,0,58,0
14.0,8741710509608,0.6666666666666666,0.0,7294,2074,225,254,152,2,0,0,38,0
14.0,8741710509641,1.0,0.0,8368,1340,154,170,101,1,0,0,20,0
14.0,8741710509674,0.0,0.3333333333333333,7172,2030,237,285,134,2,1,0,53,0
14.0,8741710509707,0.3333333333333333,0.3333333333333333,6760,2364,296,325,154,3,0,0,61,0
14.0,8741710509740,0.6666666666666666,0.3333333333333333,6994,2092,253,315,184,2,0,0,41,0
14.0,8741710509773,1.0,0.3333333333333333,8116,1394,160,165,87,0,0,0,30,0
14.0,8741710509806,0.0,0.6666666666666666,7851,1595,188,248,144,2,0,0,50,0
14.0,8741710511123,0.3333333333333333,0.6666666666666666,7258,1891,255,293,160,4,0,0,49,0
15.0,8741710530949,0.0,0.0,6557,2499,343,343,237,5,3,0,76,0
15.0,8741710509575,0.3333333333333333,0.0,5684,3069,417,512,262,6,1,0,95,0
15.0,8741710509608,0.6666666666666666,0.0,5854,3077,390,405,246,5,0,0,62,0
15.0,8741710509641,1.0,0.0,7267,2134,261,281,166,1,0,0,44,0
15.0,8741710509674,0.0,0.3333333333333333,5794,2918,387,489,236,2,1,0,87,0
15.0,8741710509707,0.3333333333333333,0.3333333333333333,5180,3443,457,496,285,7,0,0,95,0
15.0,8741710509740,0.6666666666666666,0.3333333333333333,5504,3054,432,506,293,3,1,0,88,0
15.0,8741710509773,1.0,0.3333333333333333,7042,2160,255,292,156,0,0,0,47,0
15.0,8741710509806,0.0,0.6666666666666666,6632,2442,308,402,213,4,0,0,77,0
15.0,8741710511123,0.3333333333333333,0.6666666666666666,5894,2822,399,455,253,3,0,0,84,0
16.0,8741710530949,0.0,0.0,4997,3464,557,582,338,10,3,0,112,0
16.0,8741710509575,0.3333333333333333,0.0,3894,4216,631,750,389,8,1,0,157,0
16.0,8741710509608,0.6666666666666666,0.0,4056,4215,600,672,370,11,0,0,115,0
16.0,8741710509641,1.0,0.0,5805,3133,415,431,288,2,0,0,80,0
16.0,8741710509674,0.0,0.3333333333333333,4152,3905,589,741,383,4,1,0,139,0
16.0,8741710509707,0.3333333333333333,0.3333333333333333,3408,4512,678,762,439,12,1,0,151,0
16.0,8741710509740,0.6666666666666666,0.3333333333333333,3746,4143,641,761,444,6,1,0,139,0
16.0,8741710509773,1.0,0.3333333333333333,5539,3214,409,456,251,1,0,0,82,0
16.0,8741710509806,0.0,0.6666666666666666,5072,3439,491,624,321,8,0,0,123,0
16.0,8741710511123,0.3333333333333333,0.6666666666666666,4194,3888,592,708,382,6,2,0,138,0
17.0,8741710530949,0.0,0.0,3279,4433,807,859,475,18,3,0,188,1
17.0,8741710509575,0.3333333333333333,0.0,2213,5021,878,1074,596,11,2,0,250,1
17.0,8741710509608,0.6666666666666666,0.0,2338,4969,916,1044,552,12,3,0,205,0
17.0,8741710509641,1.0,0.0,4110,4173,634,664,434,4,0,0,135,0
17.0,8741710509674,0.0,0.3333333333333333,2504,4770,827,1038,543,10,1,0,221,0
17.0,8741710509707,0.3333333333333333,0.3333333333333333,1769,5168,982,1140,638,13,2,0,251,0
17.0,8741710509740,0.6666666666666666,0.3333333333333333,2074,4924,925,1086,616,10,2,0,244,0
17.0,8741710509773,1.0,0.3333333333333333,3818,4231,660,712,391,2,0,0,138,0
17.0,8741710509806,0.0,0.6666666666666666,3291,4433,747,901,484,8,1,0,212,1
17.0,8741710511123,0.3333333333333333,0.6666666666666666,2505,4768,865,995,541,10,2,0,224,0
18.0,8741710530949,0.0,0.0,1727,5085,1079,1194,664,21,4,0,288,1
18.0,8741710509575,0.3333333333333333,0.0,999,5159,1219,1453,802,17,7,0,389,1
18.0,8741710509608,0.6666666666666666,0.0,1017,5218,1262,1437,766,17,3,1,317,1
18.0,8741710509641,1.0,0.0,2508,4901,929,969,604,9,1,0,233,0
18.0,8741710509674,0.0,0.3333333333333333,1175,5082,1159,1406,747,14,3,0,328,0
18.0,8741710509707,0.3333333333333333,0.3333333333333333,710,5192,1310,1505,836,22,2,0,386,0
18.0,8741710509740,0.6666666666666666,0.3333333333333333,878,5150,1211,1432,813,15,4,0,378,0
18.0,8741710509773,1.0,0.3333333333333333,2209,4989,911,1051,577,8,1,0,206,0
18.0,8741710509806,0.0,0.6666666666666666,1854,4939,1040,1240,664,12,3,0,325,1
18.0,8741710511123,0.3333333333333333,0.6666666666666666,1198,5066,1168,1343,749,15,1,0,369,1
19.0,8741710530949,0.0,0.0,708,5070,1392,1536,884,30,3,0,437,3
19.0,8741710509575,0.3333333333333333,0.0,297,4795,1576,1762,990,22,7,0,595,2
19.0,8741710509608,0.6666666666666666,0.0,357,4771,1596,1806,978,24,3,1,501,2
19.0,8741710509641,1.0,0.0,1248,5104,1258,1388,790,17,1,0,348,0
19.0,8741710509674,0.0,0.3333333333333333,474,4717,1481,1744,974,21,4,0,498,1
19.0,8741710509707,0.3333333333333333,0.3333333333333333,192,4620,1654,1862,1013,31,5,0,584,2
19.0,8741710509740,0.6666666666666666,0.3333333333333333,250,4711,1549,1746,997,25,5,0,598,0
19.0,8741710509773,1.0,0.3333333333333333,1068,5086,1259,1418,777,11,1,0,332,0
19.0,8741710509806,0.0,0.6666666666666666,811,4985,1387,1549,841,18,4,0,482,1
19.0,8741710511123,0.3333333333333333,0.6666666666666666,430,4837,1490,1618,947,26,2,0,559,1
20.0,8741710530949,0.0,0.0,236,4509,1703,1857,1071,35,5,0,643,4
20.0,8741710509575,0.3333333333333333,0.0,77,4019,1863,2025,1163,36,8,1,850,4
20.0,8741710509608,0.6666666666666666,0.0,105,4035,1877,2065,1144,34,4,1,772,2
20.0,8741710509641,1.0,0.0,501,4786,1557,1750,1006,24,3,0,527,0
20.0,8741710509674,0.0,0.3333333333333333,122,4082,1782,2003,1110,34,6,0,774,1
20.0,8741710509707,0.3333333333333333,0.3333333333333333,30,3815,1927,2123,1131,45,6,0,882,4
20.0,8741710509740,0.6666666666666666,0.3333333333333333,50,3964,1820,2001,1145,39,8,0,854,0
20.0,8741710509773,1.0,0.3333333333333333,381,4704,1594,1747,979,20,1,0,525,1
20.0,8741710509806,0.0,0.6666666666666666,282,4506,1714,1842,990,26,6,0,710,2
20.0,8741710511123,0.3333333333333333,0.6666666666666666,127,4170,1773,1888,1074,42,6,0,828,2
21.0,8741710530949,0.0,0.0,63,3771,1952,2066,1187,47,5,0,966,6
21.0,8741710509575,0.3333333333333333,0.0,21,3191,2104,2223,1237,45,11,1,1208,5
21.0,8741710509608,0.6666666666666666,0.0,21,3291,2118,2202,1218,46,7,1,1132,3
21.0,8741710509641,1.0,0.0,164,4154,1838,2001,1142,32,3,0,820,0
21.0,8741710509674,0.0,0.3333333333333333,25,3357,1997,2168,1198,42,11,0,1113,3
21.0,8741710509707,0.3333333333333333,0.3333333333333333,4,3052,2130,2260,1193,57,7,0,1252,8
21.0,8741710509740,0.6666666666666666,0.3333333333333333,7,3184,2029,2169,1223,50,7,2,1210,0
21.0,8741710509773,1.0,0.3333333333333333,128,3988,1853,2051,1108,36,4,0,783,1
21.0,8741710509806,0.0,0.6666666666666666,87,3806,1940,2100,1098,32,8,1,1004,2
21.0,8741710511123,0.3333333333333333,0.6666666666666666,33,3365,2025,2060,1187,57,8,0,1171,4
22.0,8741710530949,0.0,0.0,13,2974,2199,2191,1239,47,4,2,1383,11
22.0,8741710509575,0.3333333333333333,0.0,0,2521,2235,2261,1282,59,16,1,1664,7
22.0,8741710509608,0.6666666666666666,0.0,5,2591,2272,2280,1254,55,8,2,1566,6
22.0,8741710509641,1.0,0.0,61,3361,2098,2196,1249,47,6,0,1135,1
22.0,8741710509674,0.0,0.3333333333333333,5,2666,2152,2217,1243,49,15,0,1564,3
22.0,8741710509707,0.3333333333333333,0.3333333333333333,0,2411,2270,2291,1226,70,11,0,1673,11
22.0,8741710509740,0.6666666666666666,0.3333333333333333,1,2509,2200,2200,1217,56,10,2,1683,3
22.0,8741710509773,1.0,0.3333333333333333,34,3247,2081,2223,1185,49,8,0,1122,3
22.0,8741710509806,0.0,0.6666666666666666,23,3082,2116,2222,1187,45,9,1,1390,3
22.0,8741710511123,0.3333333333333333,0.6666666666666666,6,2691,2206,2163,1226,74,11,0,1529,4
23.0,8741710530949,0.0,0.0,4,2356,2341,2200,1217,62,3,1,1865,14
23.0,8741710509575,0.3333333333333333,0.0,0,1918,2361,2245,1282,67,19,1,2143,10
23.0,8741710509608,0.6666666666666666,0.0,2,2033,2367,2263,1216,63,10,0,2077,8
23.0,8741710509641,1.0,0.0,16,2707,2280,2228,1288,67,12,1,1554,1
23.0,8741710509674,0.0,0.3333333333333333,2,2095,2299,2195,1211,61,15,2,2028,6
23.0,8741710509707,0.3333333333333333,0.3333333333333333,0,1886,2341,2223,1172,87,16,0,2224,14
23.0,8741710509740,0.6666666666666666,0.3333333333333333,0,1943,2312,2160,1202,63,17,3,2176,5
23.0,8741710509773,1.0,0.3333333333333333,10,2574,2238,2282,1237,58,11,0,1536,6
23.0,8741710509806,0.0,0.6666666666666666,5,2434,2266,2173,1202,57,13,0,1922,6
23.0,8741710511123,0.3333333333333333,0.6666666666666666,2,2086,2317,2132,1207,95,16,0,2050,5
24.0,8741710530949,0.0,0.0,1,1872,2411,2150,1157,58,11,0,2389,14
24.0,8741710509575,0.3333333333333333,0.0,0,1486,2396,2121,1212,84,21,2,2712,12
24.0,8741710509608,0.6666666666666666,0.0,1,1594,2431,2153,1157,68,12,1,2612,10
24.0,8741710509641,1.0,0.0,3,2088,2408,2235,1273,82,14,1,2045,5
24.0,8741710509674,0.0,0.3333333333333333,0,1627,2354,2094,1128,75,15,3,2611,7
24.0,8741710509707,0.3333333333333333,0.3333333333333333,0,1451,2387,2111,1085,93,22,0,2800,14
24.0,8741710509740,0.6666666666666666,0.3333333333333333,0,1530,2330,2028,1131,74,20,3,2758,7
24.0,8741710509773,1.0,0.3333333333333333,3,2026,2343,2239,1211,72,14,1,2035,8
24.0,8741710509806,0.0,0.6666666666666666,1,1894,2382,2125,1141,74,18,1,2434,8
24.0,8741710511123,0.3333333333333333,0.6666666666666666,0,1627,2346,2067,1162,91,21,0,2586,10
25.0,8741710530949,0.0,0.0,0,1439,2440,2025,1076,72,15,0,2980,16
25.0,8741710509575,0.3333333333333333,0.0,0,1138,2393,1943,1095,97,26,2,3337,15
25.0,8741710509608,0.6666666666666666,0.0,0,1220,2408,2015,1082,76,15,1,3211,11
25.0,8741710509641,1.0,0.0,2,1659,2464,2097,1197,101,18,4,2605,7
25.0,8741710509674,0.0,0.3333333333333333,0,1242,2369,1935,1052,76,21,5,3200,14
25.0,8741710509707,0.3333333333333333,0.3333333333333333,0,1133,2358,1946,978,107,24,1,3398,18
25.0,8741710509740,0.6666666666666666,0.3333333333333333,0,1173,2350,1899,1048,87,19,2,3287,16
25.0,8741710509773,1.0,0.3333333333333333,1,1572,2389,2100,1163,84,16,0,2616,11
25.0,8741710509806,0.0,0.6666666666666666,1,1506,2378,2009,1076,89,20,4,2982,13
25.0,8741710511123,0.3333333333333333,0.6666666666666666,0,1276,2362,1883,1078,95,22,2,3175,17
26.0,8741710530949,0.0,0.0,0,1093,2462,1864,993,83,17,0,3534,17
26.0,8741710509575,0.3333333333333333,0.0,0,855,2357,1740,981,104,29,2,3957,21
26.0,8741710509608,0.6666666666666666,0.0,0,894,2403,1828,1007,88,17,1,3788,13
26.0,8741710509641,1.0,0.0,0,1305,2469,1941,1093,106,25,4,3200,11
26.0,8741710509674,0.0,0.3333333333333333,0,944,2330,1732,988,78,19,5,3797,21
26.0,8741710509707,0.3333333333333333,0.3333333333333333,0,893,2312,1728,863,115,26,3,4002,21
26.0,8741710509740,0.6666666666666666,0.3333333333333333,0,918,2304,1680,928,91,24,2,3913,21
26.0,8741710509773,1.0,0.3333333333333333,1,1181,2382,1978,1073,84,20,0,3219,14
26.0,8741710509806,0.0,0.6666666666666666,1,1172,2380,1843,978,92,21,5,3569,17
26.0,8741710511123,0.3333333333333333,0.6666666666666666,0,991,2331,1719,965,109,24,2,3747,22
27.0,8741710530949,0.0,0.0,0,847,2380,1666,883,80,20,1,4164,22
27.0,8741710509575,0.3333333333333333,0.0,0,650,2289,1530,863,104,30,3,4552,25
27.0,8741710509608,0.6666666666666666,0.0,0,676,2326,1612,892,86,18,1,4406,22
27.0,8741710509641,1.0,0.0,0,1009,2422,1766,982,110,26,5,3815,19
27.0,8741710509674,0.0,0.3333333333333333,0,737,2234,1539,874,86,21,4,4394,25
27.0,8741710509707,0.3333333333333333,0.3333333333333333,0,705,2218,1508,756,121,28,4,4597,26
27.0,8741710509740,0.6666666666666666,0.3333333333333333,0,707,2255,1471,821,94,25,4,4481,23
27.0,8741710509773,1.0,0.3333333333333333,0,925,2351,1777,947,91,24,0,3820,17
27.0,8741710509806,0.0,0.6666666666666666,1,921,2322,1651,858,104,24,4,4174,19
27.0,8741710511123,0.3333333333333333,0.6666666666666666,0,767,2250,1527,870,110,25,4,4332,25
28.0,8741710530949,0.0,0.0,0,652,2291,1481,751,95,20,1,4746,26
28.0,8741710509575,0.3333333333333333,0.0,0,493,2195,1325,751,104,32,4,5115,27
28.0,8741710509608,0.6666666666666666,0.0,0,511,2241,1374,771,88,18,1,5009,26
28.0,8741710509641,1.0,0.0,0,799,2352,1555,856,117,28,6,4417,24
28.0,8741710509674,0.0,0.3333333333333333,0,581,2121,1314,748,84,25,2,5010,29
28.0,8741710509707,0.3333333333333333,0.3333333333333333,0,528,2131,1288,629,124,30,2,5198,33
28.0,8741710509740,0.6666666666666666,0.3333333333333333,0,548,2144,1275,725,89,23,5,5044,28
28.0,8741710509773,1.0,0.3333333333333333,0,729,2255,1556,839,92,24,1,4431,25
28.0,8741710509806,0.0,0.6666666666666666,0,717,2214,1452,772,109,22,6,4762,24
28.0,8741710511123,0.3333333333333333,0.6666666666666666,0,591,2169,1345,768,113,23,2,4867,32
29.0,8741710530949,0.0,0.0,0,512,2173,1272,646,93,22,2,5310,33
29.0,8741710509575,0.3333333333333333,0.0,0,376,2068,1125,622,100,30,6,5684,35
29.0,8741710509608,0.6666666666666666,0.0,0,389,2086,1166,644,95,16,2,5611,30
29.0,8741710509641,1.0,0.0,0,609,2259,1362,740,121,32,6,4997,28
29.0,8741710509674,0.0,0.3333333333333333,0,441,2039,1120,622,87,24,1,5546,34
29.0,8741710509707,0.3333333333333333,0.3333333333333333,0,404,2001,1085,537,116,31,5,5747,37
29.0,8741710509740,0.6666666666666666,0.3333333333333333,0,421,2030,1101,627,89,23,6,5550,34
29.0,8741710509773,1.0,0.3333333333333333,0,554,2188,1353,708,98,25,2,4994,30
29.0,8741710509806,0.0,0.6666666666666666,0,561,2126,1234,673,112,23,5,5315,29
